Date,District,HCHO,CO,NO2,SO2,O3,frp,u10,v10,t2m,sp,blh
2025-01-01,Hingoli,0.0001863072649201,0.0423802455756644,2.2102792512378544e-05,1.921565742773792e-05,0.1183093715320077,0.51,-1.4939346345868056,-1.295521634375,295.5628185416667,96159.24347222222,435.3781200625
2025-01-01,Jalna,0.0001551549277124,0.0387974138158493,1.7706110687679287e-05,2.3548478725542144e-05,0.1190527639104249,8.97,-1.3370417280416669,-1.194132739925,295.5670695416667,95604.66708333332,454.12351905416665
2025-01-01,Mumbai Suburban,0.0003908283131298,0.0522547023237789,8.312999293162583e-05,-0.0001241337566101,0.1189091292271071,,,,,,
2025-01-01,Mumbai City,0.000410060458953,0.0539995809123371,0.0001238781160158,0.0002247955465895,0.1186258658049733,,,,,,
2025-01-01,Parbhani,0.0002179221035701,0.0421976513434427,1.7339952790231896e-05,0.0001149244043852,0.118514084175986,,-1.5046646111208333,-0.7166913353250001,295.9853640416667,96707.57125,460.7144049833333
2025-01-01,Washim,0.0001452501301676,0.039492926792769,2.255445919880628e-05,-3.0169988526271143e-05,0.1189317549904382,,-0.9146906544097224,-1.0367325702951389,295.4792959027778,96341.68791666668,395.1619745347222
2025-01-02,Nandurbar,0.0001771256865575,0.0373991325195283,2.374252672341556e-05,0.0005444131200819,0.1137068049940945,1.41,-1.8710765829761904,-0.3599690930535714,294.4770495238095,97762.70892857145,264.14037608333336
2025-01-02,Akola,0.0001516527987483,0.039539885120322,2.6792768688318154e-05,7.506411871572491e-05,0.1150934841312505,,-0.0904725403921875,-1.021593093109375,294.52409869791666,97803.17916666664,278.12419483854165
2025-01-02,Amravati,0.0001173962776414,0.0352978320144838,3.226310542161776e-05,0.0001123968599509,0.1153095405541849,,-0.6597245537356771,-1.2975228605190103,293.6068015364584,96974.76770833333,300.72347901302084
2025-01-02,Bhandara,0.0001360001247394,0.0374366017000469,4.625582114136399e-05,0.0001148299575141,0.1160855782258395,4.02,-0.5540125094027778,-2.3568185166666664,293.0790711805556,98149.37361111112,329.8164674652778
2025-01-02,Buldana,0.0001375516329396,0.0373201889733983,2.306172976642012e-05,0.0001380733388035,0.1149145078771388,,-0.5458562311910257,-1.5781038248621797,294.271739198718,96493.45480769232,286.3394383685897
2025-01-02,Chandrapur,0.0001604906556597,0.0388973229863132,5.542842759998476e-05,0.0001643601263918,0.1165586009090915,4.75,-0.5189327959276786,-2.3600097860119047,293.80506327380954,98958.05416666668,327.4227434345238
2025-01-02,Dhule,0.0001765079823998,0.03679527370522,2.755041089686794e-05,0.0004984957479439,0.1138454119705698,5.06,-1.3923303833287035,0.2936037548847222,294.1084080092592,97687.39675925924,256.3095239907408
2025-01-02,Garhchiroli,0.0001842676638826,0.0407758917548135,3.007492120925141e-05,3.82350623001173e-05,0.1163531511631728,,-0.4825125371416667,-2.018618648020833,294.4232769375,98512.97708333332,336.8234119333334
2025-01-02,Jalgaon,0.0001464511631984,0.0362695489549264,3.213244664945568e-05,0.000354722309942,0.1143080417938263,,-1.4557337033055555,-0.544904452815,293.39717308333337,98328.6375,239.45830795
2025-01-02,Kolhapur,0.0002993934682022,0.0355755650876021,3.792554105587746e-05,-2.0026937196848025e-05,0.1131688098445717,,-3.1677029217592594,-0.7301411815694444,295.8120309259259,94315.16527777778,511.6816341388889
2025-01-02,Latur,0.0001682555379166,0.0385838458595352,2.152786068611388e-05,0.0002151967358817,0.1145338434776097,,-1.7491012162962962,-1.4885233408564815,294.4993773611111,94950.5125,393.79621468981486
2025-01-02,Nagpur,0.0001219753791054,0.0370197233910783,5.061029508600341e-05,0.000217064369242,0.1159637209801442,7.59,-0.9593958106444443,-1.935401958425,293.19707511111113,97761.32083333332,314.76768283055554
2025-01-02,Nanded,0.0001381166236436,0.0389307123207654,2.9657433507391647e-05,0.0002525627069436,0.1152479530867031,42.32,-1.576217098497222,-1.5840754637666663,294.7677786388889,96939.85138888888,369.72376105555554
2025-01-02,Nashik,0.0001691426093006,0.0358780914143237,2.992007107596172e-05,0.0002413967835796,0.1143192149887034,1.92,-1.746773621681703,-0.4697972454617753,294.85665028985505,94953.53423913044,334.4209004375
2025-01-02,Osmanabad,0.0001449727447837,0.0366013231012907,2.146161981321033e-05,0.0001993832671234,0.1138675694059745,,-2.272218129128788,-1.6465394564772728,295.9269165530303,94621.15265151516,465.7381881515152
2025-01-02,Pune,0.0002163287369576,0.0369621701803072,3.781658921947309e-05,0.000202229351586,0.1144145349166048,6.32,-2.3176097873684207,-0.805193481995614,295.80259061403507,94395.58486842108,412.0765670219298
2025-01-02,Raigarh,0.0003513939263223,0.042552002868665,5.611787692494004e-05,0.0001939508924315,0.115401560913298,4.5,-1.0264675712638889,-1.007955128337963,297.89458574074075,98454.02175925924,388.5930905740741
2025-01-02,Ratnagiri,0.000283424139983,0.0409749884102705,3.271810306038952e-05,8.598830271675609e-05,0.1147558235044673,7.46,-0.7425106524212121,-1.0526340951060609,298.635368030303,98971.7625,442.8582159431818
2025-01-02,Sindhudurg,0.0002770791410471,,4.734571831504532e-05,-9.175392915998836e-05,0.1139380533348192,4.1,-0.8937228853194445,-0.9886996616349536,299.1635125925926,99244.93842592592,446.0699420833333
2025-01-02,Sangli,0.000213636136422,0.0356761495698431,3.0486623412142688e-05,0.0002916482031878,0.1131045401412895,4.05,-3.136128228030303,-0.9956938421579544,296.6265269696969,94457.86098484848,528.0319865984849
2025-01-02,Satara,0.0001900060868086,0.0365138585847285,2.831078284940687e-05,0.0001962690379814,0.1140436003422659,11.53,-2.844160076640625,-0.8460305504921876,295.75869783854165,93619.27552083333,469.7384550208333
2025-01-02,Solapur,0.0001625631509558,0.036728218444028,3.0881648410785986e-05,0.0004842790991011,0.1135313337941613,3.35,-3.127758607608696,-1.2982813785163043,297.8647421376812,95576.71177536232,565.2092864039855
2025-01-02,Thane,0.0002724606302217,0.0402819533234556,4.31676072116826e-05,-5.585019801206768e-06,0.1152360223087743,13.69,-0.9759756712995,-1.0614897435166666,298.44348475,99538.14583333331,394.8291441666667
2025-01-02,Wardha,0.0001698040336716,0.0380988841477256,4.723991582975532e-05,0.0002749380116299,0.1161744154861205,,-1.1563374638095238,-1.5615246195654762,294.1098144047619,98092.79226190476,340.7672379761905
2025-01-02,Yavatmal,0.0001279489855772,0.0364535134397196,4.848542812700078e-05,0.0002115637625615,0.1160762497573846,0.86,-1.4052745801791666,-1.5275521624108337,294.397329125,97785.10208333332,324.1645598291667
2025-01-02,Aurangabad,0.0001608710565161,0.0356532268695642,2.396887743347323e-05,0.0004092133402142,0.1147461311870198,28.07,-1.383104579638889,-1.1059830152722223,294.49430272222224,95393.42638888888,330.52462846111115
2025-01-02,Ahmednagar,0.0001957714437793,0.0367562365673681,2.706013112956781e-05,0.0003238737483107,0.11448929439457,,,,,,
2025-01-02,Bid,0.0002018162858869,0.037875833041052,2.4900793587236387e-05,0.0003452008398508,0.1138725596738276,2.74,-1.9613028209,-1.049019579971111,295.315543,94980.39027777778,388.2895601944444
2025-01-02,Gondiya,0.0001253674898599,0.0384050956527445,3.099683841917081e-05,3.643213009923545e-05,0.1163791461033136,3.91,-0.2383200331546875,-2.2728544838541667,293.03676359375,98192.73645833333,325.38363332291664
2025-01-02,Hingoli,0.0001552640523351,0.0379278453230846,2.6259340556218893e-05,0.0001267698896953,0.1150029082229915,0.53,-1.1402823129375,-2.0230511527777777,294.8323673611111,96186.06805555556,361.4466775
2025-01-02,Jalna,0.0001833287316819,0.0351182556209588,2.116073848225433e-05,0.0002951508740685,0.1145788728922207,21.02,-1.3009919480416667,-1.7005115525833332,295.2890239583333,95633.9,389.4406011833333
2025-01-02,Mumbai Suburban,0.000355386327185,0.0442347975045797,9.519433045177556e-05,-1.0502303706285e-05,0.1155689937537741,,,,,,
2025-01-02,Mumbai City,0.0003713575113789,0.0460796334286234,0.0001336123984616,0.0003899687668337,0.1154066632989736,,,,,,
2025-01-02,Parbhani,0.0002031776849216,0.0406267398832251,2.2819724732467848e-05,0.000404437446066,0.114850525831111,,-1.3202546450609167,-1.3419910414666667,295.30987308333334,96733.45,380.1721121208333
2025-01-02,Washim,0.0001603753764251,0.0386844375998557,2.4260678987043403e-05,0.0001022649703433,0.1152396041430252,,-0.6454228277472223,-1.776387741423611,294.8913409722222,96373.48472222225,328.11160865277776
2025-01-03,Nandurbar,0.0001442092970948,0.0354073900644221,2.2812678183276204e-05,-2.20310171694308e-05,0.1161506281075925,3.52,-1.9345590505357144,0.0759828657017857,294.44238553571427,97702.39961309524,248.47240722023807
2025-01-03,Akola,8.333991489751468e-05,0.0358176836339104,3.721017816887156e-05,7.099852338589235e-05,0.1154015131547839,,-0.8368047062473959,-0.1164798747291666,294.81534828125,97764.57520833334,230.305554578125
2025-01-03,Amravati,0.0001173263803353,0.0339020820484156,3.647541698543919e-05,0.0001330223774134,0.1154457661455011,,-0.4949951167192708,-0.5000909140533855,293.9017584635417,96934.24708333334,239.61040479427083
2025-01-03,Bhandara,0.0001838613287446,0.0369773030746829,4.04840980259518e-05,0.0005850999361561,0.1151983101139426,6.82,-0.4926122028819444,-2.082439209791666,293.59558798611107,98095.20020833334,300.31727363194443
2025-01-03,Buldana,0.0001190983885349,0.0339188820526913,2.9368761661861458e-05,1.784926745753867e-05,0.1153990547165183,3.9,-1.5122217017948718,-0.2429376763429487,294.57484310897433,96447.28514423076,276.17945437820515
2025-01-03,Chandrapur,0.0002008820526679,0.0388027176367143,5.27408391323585e-05,0.0007614242258969,0.1156067147379925,2.32,-0.3035979503616071,-1.7924863737797618,294.0769074702381,98911.11389880952,275.6643717410714
2025-01-03,Dhule,0.0001126911976602,0.0354805089249744,2.4466774834963205e-05,7.910266142803783e-05,0.1160615010766887,3.06,-1.3382022974074077,0.7711216249414815,294.19740787037034,97628.54974537036,248.08058447685184
2025-01-03,Garhchiroli,0.0001959400425791,0.0383450163921025,2.987866588261601e-05,0.0006525813397884,0.1159607227595224,10.35,-0.4177953089689583,-1.4968713082277083,294.49433983333336,98472.10229166668,295.7131110708333
2025-01-03,Jalgaon,0.000138579649252,0.0359199193002539,3.443556849557057e-05,9.201665385600884e-05,0.1158636466813501,16.79,-1.4578872681388888,-0.1736121714138889,293.5986668611111,98272.45993055556,223.55980749166665
2025-01-03,Kolhapur,0.0001595116598784,0.0357295576516617,3.2206505512687445e-05,5.4997176393460265e-05,0.1129902087453428,9.34,-3.133205549074074,-0.4848869466560185,295.1118501851852,94286.4432638889,461.0111455833333
2025-01-03,Latur,7.405461933605937e-05,0.034426244478028,2.628082761689709e-05,4.960242178104837e-05,0.1156136781779904,5.15,-2.183471396296296,-1.213850163212963,293.9156698611111,94922.96641203704,325.56351467129633
2025-01-03,Nagpur,0.0001795871665229,0.0361833233169882,5.984003696916252e-05,0.0005638948375965,0.1151492639371358,1.11,-0.9645143292138888,-1.6484792489444442,293.5093876388889,97709.97104166668,268.560328775
2025-01-03,Nanded,9.442871827651216e-05,0.0357880659197232,3.3399980324335174e-05,0.0001215756155936,0.1155468900531072,0.23,-1.4825210541833334,-1.3265771220238889,294.49675733333333,96912.39604166668,295.9641505694444
2025-01-03,Nashik,0.0001560507446865,0.0340305576636158,2.8502724871648067e-05,2.9280510918302685e-05,0.1153661930828911,1.9,-1.6098987713822466,0.519215874194529,294.33757260869567,94908.81705615942,298.5365912644928
2025-01-03,Osmanabad,0.0001118850316164,0.0349552595509709,2.6492617919692715e-05,0.0001093707773858,0.1155536547813538,1.0,-2.7093757848484845,-1.2203441403181818,295.4180224621212,94591.00892045457,413.991995
2025-01-03,Pune,0.000178389433334,0.0349705626121501,3.519630887469075e-05,8.381440007418859e-05,0.1148250647109088,7.29,-2.390927630881579,-0.3416358877835526,294.6761246491228,94376.37016447369,365.9932647697368
2025-01-03,Raigarh,0.0002019809973306,0.0401453991765227,4.414964441479299e-05,0.0001069089731608,0.1151890353528882,6.0,-1.4557695735416667,-0.6733589863087963,296.91249601851854,98429.52659722224,323.8152523981481
2025-01-03,Ratnagiri,0.0001736860464251,0.0418084775919553,2.6353456961563373e-05,0.0001406894580117,0.115538891051815,2.91,-1.3332512630530304,-0.9336564604507576,297.7450893939394,98944.14149621212,393.6560568181818
2025-01-03,Sindhudurg,0.0002567866622505,0.0445256268978563,3.81494841831031e-05,0.0001241121218754,0.1133745906963591,1.34,-1.301590247687037,-0.8769315793518518,298.5738810648148,99213.9432638889,401.3800688240741
2025-01-03,Sangli,0.0001502986349404,0.0353678348335305,2.4796912365067435e-05,0.000136247313313,0.1147330608271615,0.81,-3.223898448106061,-0.603341593075,295.7116567045455,94429.4634659091,466.009278625
2025-01-03,Satara,0.0001692892573725,0.0349064983507303,2.507301836917414e-05,9.486775397169374e-05,0.1152791319359507,2.2,-2.965268444270833,-0.6915200535,294.57259119791667,93593.41895833334,416.8281850104167
2025-01-03,Solapur,0.0001325044007236,0.0373978476467047,3.3395722074639374e-05,0.0001249487164151,0.1156788235972978,5.07,-3.374892192391304,-0.621899175423913,297.02346311594204,95550.71017210143,496.702924682971
2025-01-03,Thane,0.0001721322098132,0.0382287048411717,3.521493252081125e-05,2.0005821865533985e-05,0.1152800231467022,5.81,-1.1293390894,-0.5164697020858333,297.7447881666667,99509.354375,351.1922792
2025-01-03,Wardha,0.0001830185787335,0.0361791808339812,4.990030905831542e-05,0.000461188294032,0.1153399975556363,1.67,-1.1397766865178571,-1.1344489142321428,294.0353098214286,98047.93532738095,264.45343544642856
2025-01-03,Yavatmal,0.0001262013062976,0.0358714721528379,4.381082957223788e-05,0.0001409108086208,0.1153084972211511,1.16,-1.1792231241543123,-1.1792687740827084,294.3684814375,97748.83979166669,244.87169995625
2025-01-03,Aurangabad,0.0001384538418612,0.0355581454328281,2.889042205331333e-05,3.746094279240634e-05,0.1151500189234226,4.07,-1.5690119423888889,0.0853396532519444,294.0564254166667,95355.17659722223,294.9653650472222
2025-01-03,Ahmednagar,0.0001475674628708,0.0349548978506303,2.862189459268625e-05,9.563817469157588e-05,0.1148821072399956,,,,,,
2025-01-03,Bid,9.56863329038158e-05,0.0348290849673592,2.964875668810084e-05,6.732457970123109e-05,0.1149666903103822,2.18,-2.5916926069444446,-0.160059653911,294.49100608333333,94952.37659722225,335.4000892166667
2025-01-03,Gondiya,0.0001726224640089,0.0360906466717853,3.317351123072256e-05,0.0007189705705896,0.1150796538662313,4.67,-0.1524378458359375,-1.95671018265625,293.4190474479167,98139.89291666668,301.273654859375
2025-01-03,Hingoli,6.806718463531615e-05,0.0347166832140835,3.028621822386123e-05,0.0001314160219021,0.1151605489366935,8.66,-1.924998813611111,-1.0346147750416668,294.10124444444443,96160.81131944444,281.02126804166664
2025-01-03,Jalna,0.0001220853845961,0.0333871538186544,2.7108506060984745e-05,2.544030893083645e-05,0.1149900944995541,7.77,-2.029017635833333,-0.3325829813008333,294.33100195833333,95604.05020833334,325.27222431666667
2025-01-03,Mumbai Suburban,0.000308384243055,0.0404742846489571,0.0001227752096672,-0.0002530134348574,0.1153199142575668,,,,,,
2025-01-03,Mumbai City,0.0003002588939594,0.0434105735049469,0.0001732946562285,6.869499901620849e-05,0.1154060179114961,,,,,,
2025-01-03,Parbhani,9.547656702420108e-05,0.0346565651655434,2.9248785417639623e-05,8.451383858962684e-05,0.1152519687928026,9.93,-1.9037775679166664,-0.672565076623625,294.26060825,96713.791875,287.3967019625
2025-01-03,Washim,9.778840110958598e-05,0.0341328270014923,3.2737101342643745e-05,8.278397880556562e-05,0.115294398582692,0.69,-1.4943754394444444,-0.5675601925833333,295.08392333333336,96338.77659722224,268.9032115902777
2025-01-04,Nandurbar,0.0001707569911302,0.0343560046373226,2.804515845405999e-05,3.045062656462872e-05,0.1140791891715506,4.75,-1.4178893694583334,0.3170633742142857,295.51838178571427,97556.04208333332,232.1930897559524
2025-01-04,Akola,0.0001203276908735,0.0370663326030187,2.701136814327781e-05,2.7044156607468083e-05,0.1133935056516125,4.84,-0.6089591985015624,0.2968680053333333,294.71570875000003,97619.661875,231.95801677083327
2025-01-04,Amravati,0.0001164629075573,0.0350683134673066,2.9402450176003856e-05,5.5464374893011386e-05,0.1130275218763614,4.32,-0.5590171817619792,-0.1936918876705729,294.6949665364584,96789.411875,247.8794035520833
2025-01-04,Bhandara,0.0001080497433752,0.0353739681814985,4.090246067091178e-05,0.0002314973370767,0.1135575805083089,4.65,-0.8256797789930556,-1.9875931234027773,293.9715478472222,97959.22958333332,294.3741411666667
2025-01-04,Buldana,0.0001204826283467,0.0349773399511645,2.8780463122663705e-05,4.849131191723597e-05,0.1133228971072111,2.17,-1.1216502073102566,-0.1004184335634615,294.9312358653846,96305.86900641026,270.6053765641026
2025-01-04,Chandrapur,0.0001109002668179,0.0370666382005387,4.535560209349872e-05,0.0001985384920598,0.1141605507023598,2.34,-0.32585126040625,-1.723280865130952,294.61351523809526,98776.83375,277.63505358333333
2025-01-04,Dhule,0.0001577770662944,0.0344217869274032,3.371826023655995e-05,-6.615293949867293e-06,0.1140053039399915,2.73,-0.9274999832217592,0.8201732658240741,294.508380787037,97483.80597222222,236.96470846759257
2025-01-04,Garhchiroli,0.0001323837307927,0.0383086229161372,1.928308545505445e-05,8.744954962632996e-05,0.1141038629681046,2.72,-0.6785708118937499,-1.2536752062104166,294.8236393958333,98346.34625,291.1388088833333
2025-01-04,Jalgaon,0.0001344851304643,0.0356117798384281,4.290176317197241e-05,9.814373629334934e-05,0.1134739654965292,5.57,-0.8639827320119445,0.0868968971968055,294.33766841666665,98123.28097222222,203.1882034361111
2025-01-04,Kolhapur,0.0002280011128795,0.0390581120200672,3.7030259702751975e-05,5.178170224503443e-06,0.111825130868344,3.51,-2.3679432384722223,0.1604013089822036,295.2091190277778,94208.77819444444,409.65365225
2025-01-04,Latur,0.0001454258753069,0.0362603534182918,3.516767861517198e-05,8.525965894720196e-05,0.1131162321121536,13.75,-1.9159123475,-0.8554180976712963,294.48395833333336,94805.94023148148,319.9114663194444
2025-01-04,Nagpur,0.000124626907479,0.0351576718949878,4.653384395269336e-05,9.3401834737892e-05,0.1135830230458571,7.35,-1.0712228567583333,-1.4785409324722223,293.95921325,97572.30319444444,267.2303909361111
2025-01-04,Nanded,0.0001320538466195,0.0371467280727088,3.2089639735323e-05,0.0001145573390261,0.1137106173847618,5.57,-1.4237537821055557,-0.9744610675777778,295.45194344444445,96784.36430555556,305.3350764222222
2025-01-04,Nashik,0.0001393905246713,0.0343470075074052,3.4324985402023134e-05,5.207997113207445e-06,0.1138251828319663,5.02,-1.0364085247710146,0.6823081134721015,294.6782726449276,94780.79208333332,287.3609686105072
2025-01-04,Osmanabad,0.0001477471414656,0.0375612806617557,3.376989546248652e-05,-1.852226849813956e-05,0.1130372765567121,3.59,-2.3501160356060606,-0.7198288086992424,295.7344979924243,94477.0875378788,407.6508109090909
2025-01-04,Pune,0.0001890945190058,0.0376645071021832,4.435395416637074e-05,-3.98272707941501e-05,0.1135573716948357,6.96,-1.6090156850942985,-0.0162418101052631,294.8778382017544,94265.41708333332,331.52933844078945
2025-01-04,Raigarh,0.0002477723759339,0.0407203197895981,6.446972118030033e-05,-1.9663248866669542e-05,0.1142375431821116,10.98,-0.5961062137083333,-0.6814769454953704,296.4429060185185,98351.73652777776,318.77517956944445
2025-01-04,Ratnagiri,0.0002424688440418,0.0410885180265679,3.717228741447884e-05,4.117579470649561e-05,0.1138899945354334,,-0.3804375623068182,-0.850074131939394,297.4022078787879,98879.2731439394,382.56724217045456
2025-01-04,Sindhudurg,0.000244963318874,0.0421804823888197,3.404023661406899e-05,2.8115632507469297e-05,0.112295118056959,7.23,-0.4241950423888888,-0.7250696104305555,298.394964212963,99156.0050462963,393.4314311203704
2025-01-04,Sangli,0.0001930353887152,0.0377041079052355,3.2799933868935364e-05,-8.681485558345158e-06,0.1124561232858722,2.7,-2.313069547310606,0.4504333834643939,295.69094443181814,94339.52693181818,410.1822961969697
2025-01-04,Satara,0.0001853678822571,0.0371300116804016,3.169917069697353e-05,-2.813665475140784e-05,0.1132245993933891,5.7,-2.1169395450104167,0.0031236037018229,295.24502083333334,93492.68010416666,374.07601376302085
2025-01-04,Solapur,0.0001755976642999,0.039174906884554,4.233306943996027e-05,2.7053672794095063e-05,0.1131120105307884,5.11,-2.4229043628188407,0.3477470000811594,297.10508356884054,95445.29027173913,446.8918749021739
2025-01-04,Thane,0.0001805936207742,0.0378423581977046,5.278591937999175e-05,-1.3571391179914191e-05,0.1147603945812594,4.13,-0.2849489832275,-0.4082853922833333,297.23897091666663,99428.67541666668,320.03958900833334
2025-01-04,Wardha,0.0001587965525349,0.0349110852979426,3.818758368558576e-05,0.0002079133340098,0.113802888163048,3.79,-1.2750206002380953,-0.8677278263333333,294.50564077380955,97910.33970238097,267.516378
2025-01-04,Yavatmal,0.0001432261601404,0.0360255460122875,3.3870497590861235e-05,0.0001510719323076,0.1141067947677497,3.59,-1.275952404785,-0.6231515260083333,295.4115292916667,97612.55666666669,256.0574308833333
2025-01-04,Aurangabad,0.000158574285456,0.0347667364291839,3.200204297645517e-05,7.083316451714896e-06,0.1134715078719435,5.8,-1.201496295497222,0.0624367169955555,294.24515594444443,95224.45597222222,272.9798701972222
2025-01-04,Ahmednagar,0.0001646488370793,0.0361928333530032,3.521139746673804e-05,-2.8603592757372067e-05,0.1135529767606781,,,,,,
2025-01-04,Bid,0.0001418094934886,0.0374591372727662,3.607393970503605e-05,5.391135630903636e-05,0.1136268705207999,4.36,-1.986644406858333,0.1835765829597222,294.845801,94829.1698611111,322.8803896638889
