Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),Location,Month,Day,DayOfWeek,Season,Dispersion,AQI,AQI_Category
02-25-2025,70.32,168.43,37.4,21.38,1.17,39.6,33.41,43.21,0.81,121.27,Badlapur,2,25,1,Winter,27.0621,146.0,Moderate
02-25-2025,42.44,159.34,5.79,4.82,0.19,15.76,26.55,67.45,0.83,146.68,Kalyan,2,25,1,Winter,22.0365,140.0,Moderate
02-25-2025,30.63,70.38,21.17,35.37135676,0.42,49.31,30.83,28.0,1.3,159.48,Boisar,2,25,1,Winter,40.079,,Severe
02-25-2025,76.38,107.46,11.5,26.61,0.89,40.58,24.91,32.09,0.42,178.15,Malegaon,2,25,1,Winter,10.4622,154.0,Moderate
02-25-2025,34.01,88.42,26.66,23.23,0.54,55.6,29.39,36.96,0.64,111.81,Parbhani,2,25,1,Winter,18.8096,88.0,Satisfactory
02-25-2025,38.91,115.2,12.77,24.39,0.69,50.32,27.63,26.38,0.53,101.78,Nashik,2,25,1,Winter,14.6439,110.0,Moderate
02-25-2025,32.62,86.0,12.02,11.43,0.94,40.06,27.67,30.16,0.05,243.97,Aurangabad,2,25,1,Winter,1.3835,86.0,Satisfactory
02-25-2025,43.29,136.64,23.31,14.73,0.2,20.93,25.64,37.35,0.8,159.47,Chandrapur,2,25,1,Winter,20.512,125.0,Moderate
02-25-2025,53.97,96.88,35.21,5.08,0.34,65.12,27.74,24.53,0.9,125.71,Jalna,2,25,1,Winter,24.966,97.0,Satisfactory
02-25-2025,43.29,136.64,23.31,14.73,0.2,20.93,25.64,37.35,0.8,159.47,Nagpur,2,25,1,Winter,20.512,125.0,Moderate
02-25-2025,45.77,125.76,21.92,14.04,0.44,63.45,29.15,64.77,1.13,127.69,Jalgaon,2,25,1,Winter,32.9395,117.0,Moderate
02-25-2025,39.93,95.4,19.19,17.44,0.72,48.41,29.12,37.17,0.56,138.14,Akola,2,25,1,Winter,16.3072,95.0,Satisfactory
02-25-2025,56.3,98.93,33.6,6.69,0.66,35.25,30.65,39.82,0.89,126.01,Solapur,2,25,1,Winter,27.2785,99.0,Satisfactory
02-25-2025,26.74,70.33,25.3,4.96,1.17,52.97,26.3,43.29,0.4,182.4,Pune,2,25,1,Winter,10.52,70.0,Satisfactory
02-25-2025,53.81,92.05,11.99,6.66,0.62,38.76,26.41,29.67,0.38,166.96,Latur,2,25,1,Winter,10.0358,92.0,Satisfactory
02-25-2025,42.97,89.66,8.29,6.1,0.49,41.89,27.04,43.43,2.82,120.07,Kolhapur,2,25,1,Winter,76.2528,90.0,Satisfactory
02-25-2025,28.79,78.19,12.49,5.04,0.42,60.49,29.31,37.07,0.68,121.63,Amravati,2,25,1,Winter,19.9308,78.0,Satisfactory
02-25-2025,66.32,138.35,45.97,11.03,0.63,50.42,35.59,41.37,0.26,93.39,Ulhasnagar,2,25,1,Winter,9.2534,126.0,Moderate
02-25-2025,64.15,122.3,15.71,14.78,0.46,55.24,30.17,39.23,0.85,138.4,Nanded,2,25,1,Winter,25.6445,115.0,Moderate
02-25-2025,71.59,155.59,52.52,4.81,1.13,66.44,25.73,40.91,0.98,201.79,Ahmednagar,2,25,1,Winter,25.2154,137.0,Moderate
02-25-2025,66.44,141.13,54.46,9.07,0.99,19.92,28.78,40.58,2.04,183.26,Pimpri Chinchwad,2,25,1,Winter,58.7112,128.0,Moderate
02-25-2025,57.46,142.87,17.98,1.29,0.72,25.57,33.87,28.04,1.37,194.76,Navi Mumbai,2,25,1,Winter,46.4019,129.0,Moderate
02-25-2025,26.55,67.47,41.19,28.29,0.65,65.32,29.19,46.71,0.54,138.39,Sangli,2,25,1,Winter,15.7626,67.0,Satisfactory
02-26-2025,84.73,187.31,65.2374,8.37,1.07,49.94,29.53,61.66,0.93,137.3,Mumbai,2,26,2,Winter,27.4629,182.0,Moderate
02-26-2025,66.61,137.46,35.49,5.35,0.68,43.02,27.11,52.58,1.84,177.43,Mira-Bhayandar,2,26,2,Winter,49.8824,125.0,Moderate
02-26-2025,93.74,177.15,55.02,12.08,1.69,35.42,27.47,46.3,1.38,144.38,Virar,2,26,2,Winter,37.9086,210.0,Poor
02-26-2025,76.12,183.78,34.99,15.6,1.64,34.95,30.32,43.46,1.61,241.01,Belapur,2,26,2,Winter,48.8152,156.0,Moderate
02-26-2025,47.656,119.082,22.226,8.278,0.696,42.182,24.978,43.258,1.428,226.8,Dhule,2,26,2,Winter,35.668584,113.0,Moderate
02-26-2025,74.43,162.18,48.52,15.13,0.89,50.49,28.83,38.83,0.75,143.36,Bhiwandi,2,26,2,Winter,21.6225,147.0,Moderate
02-26-2025,68.98,127.4,23.38,28.07,0.64,46.91,28.27,85.7,0.72,180.63,Mahad,2,26,2,Winter,20.3544,128.0,Moderate
02-26-2025,53.23,148.09,26.35,11.85,1.09,52.45,28.94,38.41,0.99,161.76,Thane,2,26,2,Winter,28.6506,132.0,Moderate
02-26-2025,69.68,137.99,36.65,21.98,1.1,48.03,31.06,46.03,0.82,134.68,Badlapur,2,26,2,Winter,25.4692,131.0,Moderate
02-26-2025,48.73,151.61,5.91,4.93,0.2,15.76,26.55,67.45,0.82,149.8,Kalyan,2,26,2,Winter,21.771,135.0,Moderate
02-26-2025,46.09,105.92,27.11,27.1,0.6,50.57,30.49,35.28,1.26,137.07,Boisar,2,26,2,Winter,38.4174,104.0,Moderate
02-26-2025,71.87,100.62,10.38,26.9,0.97,43.8,25.25,33.31,0.46,140.36,Malegaon,2,26,2,Winter,11.615,138.0,Moderate
02-26-2025,51.07,132.78,24.95,29.18,0.56,59.78,29.74,42.0,0.72,103.03,Parbhani,2,26,2,Winter,21.4128,122.0,Moderate
02-26-2025,68.94,173.61,18.24,23.04,0.86,42.26,27.81,31.1,0.57,109.8,Nashik,2,26,2,Winter,15.8517,149.0,Moderate
02-26-2025,42.32,94.14,12.12,10.52,0.95,41.05,28.16,32.45,0.04,205.46,Aurangabad,2,26,2,Winter,1.1264,94.0,Satisfactory
02-26-2025,42.04,115.0,22.35,14.73,0.2,20.93,25.97,35.25,0.83,220.25,Chandrapur,2,26,2,Winter,21.5551,110.0,Moderate
02-26-2025,59.53,102.53,34.33,5.11,0.36,56.58,28.28,25.74,0.79,141.8,Jalna,2,26,2,Winter,22.3412,102.0,Moderate
02-26-2025,42.04,115.0,22.35,14.73,0.2,20.93,25.97,35.25,0.83,220.25,Nagpur,2,26,2,Winter,21.5551,110.0,Moderate
02-26-2025,58.22,113.56,26.81,12.87,0.65,62.35,29.45,64.88,1.21,148.12,Jalgaon,2,26,2,Winter,35.6345,109.0,Moderate
02-26-2025,63.61,129.79,29.52,21.59,0.87,40.52,29.72,38.09,0.61,154.97,Akola,2,26,2,Winter,18.1292,120.0,Moderate
02-26-2025,54.09,97.56,22.54,12.13,0.45,46.15,31.28,40.57,1.02,117.61,Solapur,2,26,2,Winter,31.9056,98.0,Satisfactory
02-26-2025,28.16,73.08,25.82,4.54,1.45,56.36,26.33,46.92,0.41,174.14,Pune,2,26,2,Winter,10.7953,73.0,Satisfactory
02-26-2025,54.1,88.46,22.86,9.48,0.62,43.84,27.53,32.55,0.48,128.85,Latur,2,26,2,Winter,13.2144,90.0,Satisfactory
02-26-2025,47.9,98.43,7.33,6.48,0.52,44.02,27.68,42.5,2.47,113.27,Kolhapur,2,26,2,Winter,68.3696,98.0,Satisfactory
02-26-2025,30.77,67.64,9.86,5.73,0.42,60.71,30.05,36.23,0.63,97.88,Amravati,2,26,2,Winter,18.9315,,Severe
02-26-2025,73.3,138.06,54.03,10.33,0.62,49.69,26.27,45.51,0.27,85.06,Ulhasnagar,2,26,2,Winter,7.0929,143.0,Moderate
02-26-2025,71.4,149.65,44.13,14.82,0.45,28.07,30.27,45.99,0.86,109.37,Nanded,2,26,2,Winter,26.0322,137.0,Moderate
02-26-2025,58.43,112.61,51.3,4.73,1.06,73.14,25.73,43.22,1.2,185.85,Ahmednagar,2,26,2,Winter,30.876,109.0,Moderate
02-26-2025,74.3,129.6,56.25,9.84,1.08,18.9,28.57,45.95,2.14,193.33,Pimpri Chinchwad,2,26,2,Winter,61.1398,146.0,Moderate
02-26-2025,54.32,136.34,18.09,1.42,0.69,29.83,33.64,31.76,1.23,205.77,Navi Mumbai,2,26,2,Winter,41.3772,124.0,Moderate
02-26-2025,30.57,80.47,45.14,30.85,0.61,59.27,29.42,48.03,0.58,119.54,Sangli,2,26,2,Winter,17.0636,,Severe
02-27-2025,97.2386,215.96,65.2374,5.86,1.54,5.59,27.64,64.47,0.82,111.54,Mumbai,2,27,3,Winter,22.6648,222.0,Poor
02-27-2025,75.29,136.05,34.44,4.64,0.73,35.18,26.96,54.89,1.88,184.74,Mira-Bhayandar,2,27,3,Winter,50.6848,150.0,Moderate
02-27-2025,82.02,156.98,53.46,10.15,1.55,31.46,27.53,46.3,1.35,141.19,Virar,2,27,3,Winter,37.1655,173.0,Moderate
02-27-2025,67.83,178.32,43.43,15.71,1.45,30.44,30.26,46.59,1.58,255.81,Belapur,2,27,3,Winter,47.8108,152.0,Moderate
02-27-2025,50.62,125.76,25.5,8.83,0.76,46.53,25.02,41.58,1.67,232.755,Dhule,2,27,3,Winter,41.7834,117.0,Moderate
02-27-2025,65.26,143.02,51.71,11.32,0.87,49.46,28.82,41.48,0.74,146.8,Bhiwandi,2,27,3,Winter,21.3268,129.0,Moderate
02-27-2025,93.2,139.66,16.48,29.06,0.77,45.34,28.94,86.87,0.6,203.79,Mahad,2,27,3,Winter,17.364,209.0,Poor
02-27-2025,46.68,143.89,25.16,12.83,0.99,53.71,28.8,41.48,0.97,177.08,Thane,2,27,3,Winter,27.936,129.0,Moderate
02-27-2025,70.21,143.93,37.3,19.29,1.04,45.69,31.29,48.57,0.92,132.06,Badlapur,2,27,3,Winter,28.7868,132.0,Moderate
02-27-2025,51.85,166.82,6.17,5.14,0.21,15.76,26.55,67.45,0.83,149.27,Kalyan,2,27,3,Winter,22.0365,145.0,Moderate
02-27-2025,57.22,114.23,30.41,17.0,0.63,41.31,30.42,37.72,1.13,145.71,Boisar,2,27,3,Winter,34.3746,110.0,Moderate
02-27-2025,97.2386,119.71,14.0,27.91,1.59,40.47,26.82,31.85,0.37,195.45,Malegaon,2,27,3,Winter,9.9234,222.0,Poor
02-27-2025,47.9,124.54,35.31,24.95,0.56,58.76,30.4,39.44,0.8,125.59,Parbhani,2,27,3,Winter,24.32,117.0,Moderate
02-27-2025,56.99,134.58,10.55,18.77,0.34,60.7,29.14,30.3,0.53,146.74,Nashik,2,27,3,Winter,15.4442,123.0,Moderate
02-27-2025,55.46,120.11,12.06,10.55,0.93,34.18,28.4,32.85,0.05,180.47,Aurangabad,2,27,3,Winter,1.42,114.0,Moderate
02-27-2025,47.74,148.86,25.32,15.48,0.21,21.97,25.54,36.9,0.65,147.92,Chandrapur,2,27,3,Winter,16.601,133.0,Moderate
02-27-2025,71.9,123.82,34.82,5.02,0.4,60.58,28.06,25.76,0.55,156.71,Jalna,2,27,3,Winter,15.433,138.0,Moderate
02-27-2025,47.74,148.86,25.32,15.48,0.21,21.97,25.54,36.9,0.65,147.92,Nagpur,2,27,3,Winter,16.601,133.0,Moderate
02-27-2025,58.56,114.39,26.96,14.51,0.61,55.39,30.43,65.33,1.16,164.79,Jalgaon,2,27,3,Winter,35.2988,110.0,Moderate
02-27-2025,50.1,111.84,18.85,17.66,0.83,35.05,29.9,36.32,0.64,133.4,Akola,2,27,3,Winter,19.136,108.0,Moderate
02-27-2025,50.56,86.68,19.66,14.07,0.52,51.69,31.42,43.17,0.89,142.38,Solapur,2,27,3,Winter,27.9638,87.0,Satisfactory
02-27-2025,32.72,78.61,23.98,4.59,1.18,68.05,26.88,46.39,0.39,176.9,Pune,2,27,3,Winter,10.4832,79.0,Satisfactory
02-27-2025,56.01,91.7,21.17,8.64,0.67,48.53,27.74,31.59,0.48,129.76,Latur,2,27,3,Winter,13.3152,93.0,Satisfactory
02-27-2025,41.38,79.45,5.3,7.91,0.42,52.91,28.38,43.69,2.41,121.49,Kolhapur,2,27,3,Winter,68.3958,79.0,Satisfactory
02-27-2025,24.98,63.25,11.4,5.82,0.42,47.55,30.18,35.44,0.45,129.96,Amravati,2,27,3,Winter,13.581,63.0,Satisfactory
02-27-2025,78.21,141.13,42.2,8.37,0.6,49.4,31.42,47.41,0.26,89.99,Ulhasnagar,2,27,3,Winter,8.1692,160.0,Moderate
02-27-2025,77.21,175.56,32.11,10.94,0.46,52.92,30.16,42.76,0.82,120.21,Nanded,2,27,3,Winter,24.7312,156.0,Moderate
02-27-2025,60.21,97.19,54.5,1.66,0.92,88.4306,27.01,43.24,1.02,174.13,Ahmednagar,2,27,3,Winter,27.5502,,Severe
02-27-2025,62.71,129.63,46.33,8.47,0.94,21.5,29.06,46.07,2.06,199.6,Pimpri Chinchwad,2,27,3,Winter,59.8636,120.0,Moderate
02-27-2025,60.13,147.25,18.77,3.41,0.75,31.34,34.31,33.62,1.28,220.26,Navi Mumbai,2,27,3,Winter,43.9168,,Severe
02-27-2025,25.38,63.72,29.56,35.03,0.54,84.4,30.49,49.0,0.62,108.7,Sangli,2,27,3,Winter,18.9038,84.0,Satisfactory
02-28-2025,59.01,161.54,65.2374,9.54,0.38,46.32,29.01,63.41,0.92,138.55,Mumbai,2,28,4,Winter,26.6892,141.0,Moderate
02-28-2025,70.92,136.02,33.52,2.93,0.77,34.69,25.84,63.4,2.28,215.76,Mira-Bhayandar,2,28,4,Winter,58.9152,135.0,Moderate
02-28-2025,69.86,130.87,33.16,12.83,1.03,45.89,27.1,46.3,1.77,154.2,Virar,2,28,4,Winter,47.967,131.0,Moderate
02-28-2025,74.19,186.12,42.95,11.7,1.53,34.98,30.57,48.88,1.59,239.58,Belapur,2,28,4,Winter,48.6063,158.0,Moderate
02-28-2025,52.74,117.56,25.38,9.43,0.61,47.41,23.02,49.82,0.94,238.71,Dhule,2,28,4,Winter,21.6388,112.0,Moderate
02-28-2025,69.86,146.25,53.21,12.38,0.85,47.84,29.43,41.98,0.74,155.48,Bhiwandi,2,28,4,Winter,21.7782,131.0,Moderate
02-28-2025,78.51,133.36,15.23,24.64,0.77,52.33,29.48,87.92,0.56,206.69,Mahad,2,28,4,Winter,16.5088,161.0,Moderate
02-28-2025,50.97,149.03,28.76,11.48,0.96,40.88,28.76,46.64,0.96,160.37,Thane,2,28,4,Winter,27.6096,133.0,Moderate
02-28-2025,75.52,158.06,42.73,21.29,1.19,42.14,29.73,50.26,0.85,142.1,Badlapur,2,28,4,Winter,25.2705,151.0,Moderate
02-28-2025,54.53,171.23,6.26,5.22,0.21,15.76,26.55,67.45,0.83,142.51,Kalyan,2,28,4,Winter,22.0365,148.0,Moderate
02-28-2025,57.9,110.71,24.01,20.04,0.59,58.34,30.05,43.87,1.13,189.35,Boisar,2,28,4,Winter,33.9565,107.0,Moderate
02-28-2025,66.19,89.15,7.81,27.91,0.79,78.21,26.54,35.48,0.45,223.39,Malegaon,2,28,4,Winter,11.943,119.0,Moderate
02-28-2025,39.67,103.11,27.57,19.07,0.56,51.01,30.76,40.92,0.8,132.9,Parbhani,2,28,4,Winter,24.608,102.0,Moderate
02-28-2025,63.58,157.4,10.83,17.05,0.48,66.39,28.93,31.32,0.42,174.66,Nashik,2,28,4,Winter,12.1506,138.0,Moderate
02-28-2025,63.48,144.21,12.14,7.36,0.46,26.92,28.4,36.64,0.1,211.66,Aurangabad,2,28,4,Winter,2.84,130.0,Moderate
02-28-2025,60.95,151.38,22.26,15.2,0.2,21.61,26.42,40.35,0.84,148.85,Chandrapur,2,28,4,Winter,22.1928,,Severe
02-28-2025,71.14,133.49,35.21,5.05,0.58,55.29,27.7,28.97,0.54,165.75,Jalna,2,28,4,Winter,14.958,136.0,Moderate
02-28-2025,60.95,151.38,22.26,15.2,0.2,21.61,26.42,40.35,0.84,148.85,Nagpur,2,28,4,Winter,22.1928,,Severe
02-28-2025,82.04,147.82,36.08,15.38,0.75,45.68,30.14,67.63,1.14,213.41,Jalgaon,2,28,4,Winter,34.3596,173.0,Moderate
02-28-2025,54.3,128.16,30.85,16.91,1.01,43.04,30.19,39.81,0.57,145.7,Akola,2,28,4,Winter,17.2083,119.0,Moderate
02-28-2025,44.24,104.43,29.27,12.69,0.72,44.05,31.28,46.08,0.86,142.67,Solapur,2,28,4,Winter,26.9008,103.0,Moderate
02-28-2025,35.77,71.08,24.93,4.5,1.1,71.1,27.18,47.61,0.38,173.05,Pune,2,28,4,Winter,10.3284,71.0,Satisfactory
02-28-2025,60.95,104.77,18.65,3.71,0.61,42.04,28.05,35.25,0.42,132.57,Latur,2,28,4,Winter,11.781,,Severe
02-28-2025,40.88,87.67,5.88,6.23,0.52,42.94,27.94,49.7,2.16,126.84,Kolhapur,2,28,4,Winter,60.3504,88.0,Satisfactory
02-28-2025,44.09,106.15,14.83,6.29,0.42,52.47,30.76,38.86,0.36,180.82,Amravati,2,28,4,Winter,11.0736,104.0,Moderate
02-28-2025,84.27,156.55,34.01,19.12,0.58,54.14,34.64,48.83,0.28,102.57,Ulhasnagar,2,28,4,Winter,9.6992,180.0,Moderate
02-28-2025,72.72,159.28,21.08,12.37,0.43,37.25,31.17,42.83,1.05,123.51,Nanded,2,28,4,Winter,32.7285,141.0,Moderate
02-28-2025,59.68,117.0,57.99,2.92,1.26,71.42,26.76,44.4,1.23,177.98,Ahmednagar,2,28,4,Winter,32.9148,112.0,Moderate
02-28-2025,51.59,105.36,47.83,8.36,0.97,26.86,29.83,46.18,1.83,207.28,Pimpri Chinchwad,2,28,4,Winter,54.5889,104.0,Moderate
02-28-2025,67.99,142.3,15.46,0.81,0.75,47.21,34.97,33.12,1.57,253.75,Navi Mumbai,2,28,4,Winter,54.9029,128.0,Moderate
02-28-2025,33.66,93.48,42.87,28.67,0.8,59.71,29.43,54.12,0.49,119.21,Sangli,2,28,4,Winter,14.4207,93.0,Satisfactory
03-01-2025,50.3,126.2,62.58,7.3,0.44,38.18,28.98,63.99,0.86,149.56,Mumbai,3,1,5,Summer,24.9228,118.0,Moderate
03-01-2025,29.79,105.63,27.53,4.84,0.4,38.08,26.26,57.86,2.01,251.98,Mira-Bhayandar,3,1,5,Summer,52.7826,104.0,Moderate
03-01-2025,26.61,72.77,18.89,17.84,0.44,65.51,27.28,46.3,1.77,158.16,Virar,3,1,5,Summer,48.2856,73.0,Satisfactory
03-01-2025,61.77,168.32,42.03,21.08,1.3,40.93,31.0,43.41,1.56,250.21,Belapur,3,1,5,Summer,48.36,146.0,Moderate
03-01-2025,51.88,112.28,29.83,21.25,0.4,59.37,23.64,47.38,0.93,244.665,Dhule,3,1,5,Summer,21.9852,108.0,Moderate
03-01-2025,55.28,121.78,37.19,12.29,0.62,59.75,29.52,39.17,0.7,143.34,Bhiwandi,3,1,5,Summer,20.664,115.0,Moderate
03-01-2025,62.44,149.18,20.07,27.97,0.73,75.28,32.93,87.15,0.64,209.52,Mahad,3,1,5,Summer,21.0752,133.0,Moderate
03-01-2025,59.59,112.31,44.2,14.71,0.25,52.57,28.97,40.17,0.89,168.45,Thane,3,1,5,Summer,25.7833,109.0,Moderate
03-01-2025,77.39,160.92,57.3,29.76,0.99,62.94,27.46,49.73,0.92,166.68,Badlapur,3,1,5,Summer,25.2632,157.0,Moderate
03-01-2025,50.03,147.42,5.6,4.67,0.19,15.77,26.55,67.45,0.84,136.66,Kalyan,3,1,5,Summer,22.302,132.0,Moderate
03-01-2025,45.91,92.13,22.42,21.87,0.46,33.92,29.83,41.65,1.2,210.29,Boisar,3,1,5,Summer,35.796,92.0,Satisfactory
03-01-2025,64.32,91.46,6.76,31.65,0.64,57.98,26.92,34.89,0.43,217.21,Malegaon,3,1,5,Summer,11.5756,112.0,Moderate
03-01-2025,44.05,114.32,32.95,22.49,0.56,25.0,30.75,41.78,0.53,152.74,Parbhani,3,1,5,Summer,16.2975,110.0,Moderate
03-01-2025,73.32,178.19,8.87,19.36,0.5,71.64,28.69,34.03,0.6,184.78,Nashik,3,1,5,Summer,17.214,152.0,Moderate
03-01-2025,58.69,130.11,11.84,7.22,0.5,27.42,29.24,37.56,0.13,219.89,Aurangabad,3,1,5,Summer,3.8012,120.0,Moderate
03-01-2025,65.44,167.95,21.18,14.61,0.19,20.77,27.03,42.78,0.85,158.07,Chandrapur,3,1,5,Summer,22.9755,145.0,Moderate
03-01-2025,58.18,107.89,35.18,4.93,0.44,48.75,27.5,30.71,0.56,199.79,Jalna,3,1,5,Summer,15.4,106.0,Moderate
03-01-2025,65.44,167.95,21.18,14.61,0.19,20.77,27.03,42.78,0.85,158.07,Nagpur,3,1,5,Summer,22.9755,145.0,Moderate
03-01-2025,74.31,126.86,33.38,11.66,0.44,55.74,30.22,69.13,1.27,234.83,Jalgaon,3,1,5,Summer,38.3794,146.0,Moderate
03-01-2025,63.55,152.53,34.13,12.48,1.08,38.13,31.09,41.36,0.98,177.9,Akola,3,1,5,Summer,30.4682,135.0,Moderate
03-01-2025,27.31,90.62,28.38,13.26,0.56,51.07,31.78,42.63,0.89,170.34,Solapur,3,1,5,Summer,28.2842,91.0,Satisfactory
03-01-2025,32.36,74.51,24.82,5.09,1.04,66.58,27.82,47.54,0.47,211.33,Pune,3,1,5,Summer,13.0754,75.0,Satisfactory
03-01-2025,59.27,108.53,27.78,4.09,0.82,36.88,27.78,34.45,0.44,152.08,Latur,3,1,5,Summer,12.2232,106.0,Moderate
03-01-2025,42.82,94.52,5.7,5.44,0.47,47.67,28.47,43.46,2.26,129.61,Kolhapur,3,1,5,Summer,64.3422,95.0,Satisfactory
03-01-2025,56.16,107.52,18.32,4.77,0.42,42.78,30.94,42.61,0.36,163.24,Amravati,3,1,5,Summer,11.1384,105.0,Moderate
03-01-2025,67.7,144.62,37.75,15.83,0.5,44.55,28.05,46.63,0.21,126.74,Ulhasnagar,3,1,5,Summer,5.8905,130.0,Moderate
03-01-2025,76.07,161.8,12.01,9.87,0.44,46.37,31.19,46.01,0.97,130.2,Nanded,3,1,5,Summer,30.2543,152.0,Moderate
03-01-2025,42.5,100.65,65.2374,2.01,1.27,63.51,26.73,46.05,1.09,193.32,Ahmednagar,3,1,5,Summer,29.1357,81.0,Satisfactory
03-01-2025,89.65,140.37,44.32,9.33,0.98,29.19,30.21,46.84,1.72,225.54,Pimpri Chinchwad,3,1,5,Summer,51.9612,199.0,Moderate
03-01-2025,57.85,135.86,15.28,0.94,0.71,54.52,34.26,31.24,1.57,258.08,Navi Mumbai,3,1,5,Summer,53.7882,124.0,Moderate
03-01-2025,36.08,98.24,36.88,29.07,0.71,67.55,30.56,47.79,0.54,111.77,Sangli,3,1,5,Summer,16.5024,98.0,Satisfactory
03-02-2025,61.49,141.99,57.07,6.35,0.46,35.27,28.8,64.75,0.87,161.54,Mumbai,3,2,6,Summer,25.056,128.0,Moderate
03-02-2025,7.13,134.9,26.5,5.59,0.4,31.65,26.06,59.63,2.18,234.37,Mira-Bhayandar,3,2,6,Summer,56.8108,124.0,Moderate
03-02-2025,25.01,80.72,19.43,19.83,0.39,56.8,27.14,46.3,1.66,151.25,Virar,3,2,6,Summer,45.0524,81.0,Satisfactory
03-02-2025,54.3,142.34,27.35,17.53,0.98,37.16,30.57,41.48,1.62,264.72,Belapur,3,2,6,Summer,49.5234,128.0,Moderate
03-02-2025,32.64,85.78,35.36,12.45,0.38,49.82,22.73,48.67,1.21,250.62,Dhule,3,2,6,Summer,27.5033,86.0,Satisfactory
03-02-2025,44.82,112.61,33.98,11.45,0.56,45.46,29.33,39.58,0.78,143.03,Bhiwandi,3,2,6,Summer,22.8774,109.0,Moderate
03-02-2025,54.34,133.64,15.04,25.88,0.66,66.26,29.94,87.48,0.63,206.46,Mahad,3,2,6,Summer,18.8622,123.0,Moderate
03-02-2025,63.31,98.71,37.23,9.05,0.54,37.09,28.94,40.03,0.88,166.7,Thane,3,2,6,Summer,25.4672,109.0,Moderate
03-02-2025,60.9,128.99,49.07,21.86,1.03,41.53,30.65,48.65,0.94,160.72,Badlapur,3,2,6,Summer,28.811,,Severe
03-02-2025,43.56,139.35,4.63,3.86,0.15,15.67,26.55,67.45,0.83,140.9,Kalyan,3,2,6,Summer,22.0365,126.0,Moderate
03-02-2025,41.43,81.78,14.96,15.45,0.42,55.11,29.79,49.06,1.22,211.9,Boisar,3,2,6,Summer,36.3438,82.0,Satisfactory
03-02-2025,54.31,93.57,6.71,25.82,0.62,44.17,26.19,33.22,0.36,170.05,Malegaon,3,2,6,Summer,9.4284,94.0,Satisfactory
03-02-2025,42.32,110.03,15.45,21.15,0.56,31.1,31.59,39.0,0.62,189.79,Parbhani,3,2,6,Summer,19.5858,107.0,Moderate
03-02-2025,41.09,111.08,6.66,14.48,0.28,66.77,28.0,31.67,0.5,202.66,Nashik,3,2,6,Summer,14.0,108.0,Moderate
03-02-2025,39.17,94.51,11.81,8.83,0.32,37.16,29.87,35.04,0.1,248.69,Aurangabad,3,2,6,Summer,2.987,95.0,Satisfactory
03-02-2025,76.72,161.41,23.78,15.37,0.21,21.81,27.57,40.76,0.8,126.11,Chandrapur,3,2,6,Summer,22.056,155.0,Moderate
03-02-2025,57.59,111.97,36.22,5.17,0.3,42.33,25.85,38.52,0.35,267.4,Jalna,3,2,6,Summer,9.0475,108.0,Moderate
03-02-2025,76.72,161.41,23.78,15.37,0.21,21.81,27.57,40.76,0.8,126.11,Nagpur,3,2,6,Summer,22.056,155.0,Moderate
03-02-2025,47.49,87.47,22.58,9.26,0.34,51.42,29.13,67.25,1.36,250.88,Jalgaon,3,2,6,Summer,39.6168,87.0,Satisfactory
03-02-2025,52.48,109.7,17.26,14.26,0.84,49.04,31.13,40.14,1.23,175.42,Akola,3,2,6,Summer,38.2899,107.0,Moderate
03-02-2025,21.23,87.71,46.76,9.69,0.83,40.47,31.45,39.67,0.8,213.71,Solapur,3,2,6,Summer,25.16,88.0,Satisfactory
03-02-2025,27.78,65.06,22.7,5.32,0.87,66.16,27.68,46.18,0.43,186.32,Pune,3,2,6,Summer,11.9024,66.0,Satisfactory
03-02-2025,30.02,87.71,29.72,4.46,0.91,41.46,28.83,28.68,0.39,197.11,Latur,3,2,6,Summer,11.2437,,Severe
03-02-2025,39.93,87.75,6.43,4.57,0.53,48.67,28.73,46.28,2.53,131.51,Kolhapur,3,2,6,Summer,72.6869,88.0,Satisfactory
03-02-2025,52.09,106.25,14.93,5.28,0.42,55.87,31.53,41.2,0.38,173.53,Amravati,3,2,6,Summer,11.9814,104.0,Moderate
03-02-2025,51.61,120.74,39.61,24.82,0.46,43.64,31.22,45.49,0.26,109.69,Ulhasnagar,3,2,6,Summer,8.1172,114.0,Moderate
03-02-2025,67.6,162.96,13.06,18.77,0.45,50.19,31.63,42.29,0.75,186.74,Nanded,3,2,6,Summer,23.7225,142.0,Moderate
03-02-2025,51.84,109.97,40.41,1.79,0.88,88.4306,27.15,45.09,1.03,215.37,Ahmednagar,3,2,6,Summer,27.9645,107.0,Moderate
03-02-2025,18.26,151.1,35.36,9.69,0.85,33.32,29.94,45.22,1.86,233.04,Pimpri Chinchwad,3,2,6,Summer,55.6884,134.0,Moderate
03-02-2025,45.18,111.37,10.73,1.05,0.62,39.33,33.66,30.65,1.87,283.14,Navi Mumbai,3,2,6,Summer,62.9442,108.0,Moderate
03-02-2025,52.43,151.01,51.65,25.71,1.12,50.48,30.89,50.86,0.4,145.63,Sangli,3,2,6,Summer,12.356,134.0,Moderate
03-03-2025,58.52,143.7,65.2374,8.31,0.6,32.25,28.78,62.49,0.8,161.93,Mumbai,3,3,0,Summer,23.024,129.0,Moderate
